category,text
Economy,"
خصوصي سازي كارخانه هاي چاي سال آينده 
آغاز مي شود 
مديرعامل سازمان چاي كشور اعلام كرد: براساس مصوبه هيات 
وزيران كه به تصويب شوراي اقتصاد نيز رسيده است، طرح 
ساماندهي ساختار چاي كشور درقالبآزادسازي كارخانجات چاي 
كشور از سال 79 به اجرا درمي آيد. 
دكتر محمدعلي نجفي ديروز گفت: اين طرح كه در طول برنامه 
پنجساله سوم توسعه به تدريج اجرا مي شود، خصوصي سازي و 
شكوفايي چاي كشور را در آينده اي نه چندان دور درپيش 
دارد. وي افزود: به موجب اين مصوبه ازسال 79 هرساله 20 
درصد از كارخانجات چاي كشور ضمن آزادسازي، راسا اقدام به 
خريد برگ سبز چاي براساس قيمت تضميني كرده و دربازار چاي 
شركت خواهند كرد. 
نجفي متذكر شد: بااجراي طرح آزادسازي، حمايت هاي دولت 
نيز دركناركارخانه هاي چاي سازي كشور كماكان ادامه 
مي يابد. 
مديرعامل سازمان چاي كشور تصريح كرد: براساس بند ديگراين 
 مصوبه، براي حمايت از اقشار آسيبپذير جامعه، سازمان چاي، 
هرساله بخشي ازتوليدات كارخانه هاي چاي سازي كشور را 
خريداري و با قيمت يارانه اي توزيع مي كند. به گفته نجفي، 
مقدار و قيمت چاي توزيعي يارانه اي، با پيشنهاد مشترك 
وزارت كشاورزي و وزارت بازرگاني توسط شوراي اقتصاد تعيين 
مي شود. 
"
Economy,"
 درصد 45 ظرفيت اسمي صنايع نساجي و پوشاك 
ايران فعال است 
تهران - خبرگزاري جمهوري اسلامي: دبير انجمن صنايع نساجي 
ايران اعلام كرد: به طور ميانگين فقط از حدود 45 درصد 
ظرفيت اسمي صنايع نساجي و پوشاك ايران و در برخي رشته ها، 
از حدود 25 درصد ظرفيت اسمي آنها استفاده مي شود. 
جمشيد بصيري گفت: براساس استانداردهاي جهاني بايد 80 تا 
 درصد 90ظرفيت اسمي واحد صنعتي فعال باشد تا 
سرمايه گذاري هاي انجام شده براي تاسيس آن توجيه اقتصادي 
داشته باشد. وي گفت: كارخانه هاي مختلف توليدكننده پارچه 
و منسوجات، الياف، انواع نخ، پتو، فرش ماشيني، موكت و 
محصولات نساجي ديگر به لحاظ افزايش انباشت موجودي انباري 
 كالاها، ناچار شده اند، با ظرفيت كمتر از ظرفيت اسمي خود 
كار كنند. 
بصيري درخصوص مشكلات عمده صنايع نساجي و پوشاك كشور 
اظهار داشت: تحميل دهها نوع عوارض غيرقانوني، بي ثباتي و 
يا تعارض در قوانين و مقررات، صدور بي رويه موافقت هاي 
اصولي در سالهاي گذشته، واردات بي رويه و قاچاق انواع 
محصولات نساجي، كمبود نقدينگي، فرسودگي ماشين آلات و 
نارسايي نظام مالياتي از مشكلات عمده اين صنعت است. 
"
Economy,"
قيمت فروش سكه و طلا 
قيمت فروش سكه و طلا 
گروه اقتصادي: قيمت فروش سكه بهار آزادي ديروز در بازار 
تهران به شرح زير بود. 
- سكه بهار آزادي هزار 47 و 600 تومان. 
- نيم بهار آزادي هزار 24 تومان. 
- ربع بهار آزادي هزار 13 و 800 تومان. 
- يك گرم طلاي 18 عيارهزار 4 و 750 تومان. 
"
Economy,"
محسن نوربخش: بانك مركزي و وزارت اقتصاد 
اختلاف ندارند 
تهران - واحد مركزي خبر: دكتر محسن نوربخش اختلاف نظر 
ميان بانك مركزي و وزارت اقتصاد و دارايي را رد كرد و 
گفت: وزير اقتصاد كشورمان رئيس شوراي پول و اعتبار است و 
رئيس بانك مركزي نايب رئيس اين شورا است. تصميم هايي كه 
در شوراي پول و اعتبار گرفته مي شود به صورت جمعي اجرا 
مي شود و اختلاف نظر ميان آنها تبليغات رسانه اي است و 
معنا ندارد. 
وي درباره دليل عقيم ماندن طرح ساماندهي اقتصادي گفت طرح 
ساماندهي اقتصادي مبناي تهيه و تدوين برنامه سوم اقتصادي 
است و عقيم ماندن آن به هيچ وجه صحيح نيست و اين طرح در 
قالب برنامه سوم توسعه اقتصادي تكامل پيدا كرده و به 
عنوان قانون در جامعه جاري است. 
نوربخش در خصوص اظهارات وزير تعاون كه مهمترين مشكل بخش 
تعاون را بي توجهي بانكها در زمينه ارائه تسهيلات به 
تعاوني ها عنوان كرده بود گفت: مسئولان اجرائي بخشهاي 
مختلف فقط نيازهاي خود را مي بينند بدون اينكه توجهي به 
وضع اقتصادي كشور داشته باشند به عنوان مثال تعاوني ها 
در كل توليد ناخالص داخلي كشور كمتر از يك درصد از كل 
فعاليتهاي اقتصادي را تشكيل مي دهند همچنين در بخش صنايع، 
مسكن و ديگر بخشها انتظار دارند كه بيشتر به آنها توجه 
و تسهيلات در اختيار آنان قرار گيرد. 
وي افزود: آنچه كه مبناي تصميم گيري در سيستم بانكي است 
پيشنهادي است كه شوراي پول و اعتبار به دولت مي دهد و 
دولت در ابتداي هر سال متناسب با نياز هر بخش ميزان 
تسهيلات اهدائي را از نظر درصد كل تسهيلات مشخص و براساس 
آن بانكها فعاليت مي كنند و هيچ تسهيلات بيشتري را 
بانكها نمي توانند خارج از چارچوب مشخص شده به بخشها 
ارائه دهند. البته اگر دخالت دستگاههاي اجرائي در رابطه 
با ديكته كردن تسهيلات در سيستم بانكي كاهش يابد بانكها 
متناسب با سپرده قرض الحسنه مردم مي توانند تسهيلاتي را 
به آنها ارائه كنند. 
آقاي نوربخش در خصوص نظر برخي از كارشناسان كه معتقدند 
اگر سود بانكي كاهش يابد بخش مسكن داراي رونق اقتصادي 
بيشتر خواهد شد گفت در صورتي كه سود بانكي كاهش يابد به 
ضرر پس انداز كننده و مصرف كننده خواهد بود در نتيجه 
چنين سيستمي تعادلي نخواهد بود و حتما از ميزان پس انداز 
كاسته شده و بعد از مدتي اقتصاد كشور با مشكل روبرو 
خواهد شد. 
"
Economy,"
دهكده جهاني در يك هفته 
ديوف در تهران 
ژاك ديوف، مدير كل فائو، در هفته جاري سفري به تهران 
داشته است. وي در اين سفر از كاهش توليد كشاورزي در 
 خاورميانه طي سال 2001 ابراز نگراني كرد. ديوف كه در 
كنفرانس منطقه اي فائو در تهران حضور يافته بود، در بخشي 
از سخنراني افتتاحيه اش در تهران گفت كه واردات محصولات 
كشاورزي منطقه خاورميانه در سال گذشته به طور متوسط سه 
برابر صادرات منطقه بوده و به رقم 30 ميليارد دلار رسيده 
است. 
خاورميانه بنابر تعريف فائو شامل 29 كشور مي شود كه از 
اقيانوس اطلس (موريتاني و مراكش ) تا پاكستان و قرقيزستان 
در آسياي ميانه را شامل مي شود. واقعيت اين است كه توليد 
كشاورزي در اين منطقه در سال هاي اخير، هيچ تناسبي با 
افزايش تقاضاي مواد غذايي - كشاورزي، نداشته و به همين 
دليل كسري محصولات كشاورزي در منطقه پيوسته افزايش يافته 
 است. در آنچه به كمبود توليد كشاورزي در خاورميانه مربوط 
 مي شود، به جز مشكلات ساختاري، در سال هاي گذشته عواملي 
چون خشكسالي و جنگ نيز تاثيرگذار بوده است. دو كشوري كه 
بيشترين سوءتغذيه در جهان را شاهد هستند، در خاورميانه 
قرار دارند: سومالي كه 75 درصد جمعيت آن دچار سوءتغذيه 
هستند و افغانستان كه 70 درصد جمعيت آن چنين وضعي دارند; 
به جز اين از سوءتغذيه در عراق تحت تحريم در سال هاي 
اخير و فلسطين در حال بحران، آمار دقيقي در دست نيست. 
منطقه خاورميانه /6 2كه درصد جمعيت جهان را در خود جاي 
 داده با داشتن 11 درصد زمين هاي قابل آبياري جهان تنها 
 /1 5درصد منابع آبي تجديد شدني (آب قابل مهار ) را در 
اختيار دارد. 
"
Economy,"
تغييرات قيمت زمين و مسكن در تهران و 20 
شهر بزرگ كشور اعلام شد 
. سرويس اقتصادي: تازه ترين گزارش وزارت مسكن و شهرسازي از تغييرات 
قيمت زمين و مسكن در تهران و 20 شهر بزرگ كشور منتشر شد. 
بنابه اين گزارش كه توسط دفتر برنامه ريزي و اقتصاد مسكن تهيه شده و 
در قالب هجدهمين شماره بولتن اقتصاد مسكن انتشار يافته است، متوسط 
قيمت يك متر مربع زمين ساختمان كلنگي در سال 1374 در تهران به 900 
هزار ريال رسيد. بعد از تهران به ترتيب شهرهاي مشهد، اصفهان، كرج، 
قزوين و شيراز با قيمت متوسط يك متر مربع زمين 330 311 برابر 336
 284 293 و هزار ريال بالاترين قيمتها و كرمان با 140 هزار ريال 
پايين ترين قيمت را داشته اند. 
قيمتهاي فوق بيانگر ميانگين قيمت يك متر مربع زمين بوده اند، اما 
تفاوت قيمت نه تنها در درون هر شهر بلكه در بين شهرها هم بسيار زياد 
 است، به گونه اي كه حداكثر قيمت معامله شده يك متر مربع زمين در تهران 
 ميليون 3 و 232 هزار ريال و حداقل آن در تبريز با 33 هزار ريال 
 (حدود صد برابر ) بوده است. 
روند فزاينده قيمت زمين ومسكن كه از سال 1373 شروع شده بود 
همچنان در سال 1374 نيز ادامه داشته است به گونه اي كه نرخ رشد 
متوسطقيمت يك متر مربع زمين ساختمان كلنگي در شهر تهران در سال 
 نسبت 1374 به سال /61 3 قبل درصد بوده است اين در حالي است كه 
بالاترين نرخ رشد متوسط قيمت زمين در اردبيل /72 5با درصد و 
پايين ترين آن در كرمان /11 1با درصد بوده است. به طور كلي در 5 شهر 
 اردبيل، يزد، تهران، مشهد و كرمانشاه، رشد سالانه متوسط قيمت 
( ) 741373 بالاي 50 درصد بوده است. 
در سال 1374 متوسط قيمت يك مترمربع مسكن ( آپارتماني ويلايي ) در 
تهران 958 هزار ريال بوده است پس از تهران به ترتيب شهرهاي شيراز
 رشت قزوين كرج اصفهان تبريز و مشهد متوسط قيمتهايي از 451 تا 
 هزار 354 ريال را به خود اختصاص داده اند. پايين ترين متوسط قيمت يك 
متر مربع مسكن در اين سال در بين شهرهاي مورد بررسي مربوط به اراك 
با 236 هزار ريال بوده است. 
دامنه تفاوت قيمتها در سال 1374 در شهرهاي مورد مطالعه بسيار زياد 
 است به گونه اي كه بالاترين قيمت پرداختي براي يك متر مربع در تهران 4 
ميليون و 39 هزار ريال و كمترين قيمت معامله شده براي يك متر مربع 
مسكن 30 هزار ريال در اراك بوده است كه بدين ترتيب حداكثر قيمت 
معامله شده مسكن 124 برابر حداقل آن بوده است. 
بنابه اين گزارش حداكثر قيمت معاملاتي يك متر مربع مسكن درمشهد 
 هزار 1310 ريال هزار 1333اصفهان ريال شيراز 1564 هزار ريال 
تبريز 1153 هزار ريال كرج 1111 هزار ريال و قزوين 1175 هزار ريال 
بوده است. تفاوت قيمتها حداقل و حداكثر درون هر شهر نيز بسته به 
منطقه و نوع مسكن وجود دارد كه معمولا ارقام بالاتر مربوط به مسكن 
آپارتماني است. 
مقايسه قيمتهاي سال 1374 با 1373 حاكي از رشد فزاينده قيمتها 
بالاترين است نرخ رشد متوسط قيمت يك مترمربع مسكن در تهران 61 درصد 
(سال 1374 نسبت به ) 1373 بوده است بعداز تهران شهرهاي زنجان 
 همدان قم ومشهد به ترتيب 2/44 39 /55 2با و/37 2درصد رشد در 
رتبه هاي بعدي قراردارند. كمترين نرخ رشد سالانه در رشت و اراك با 
 /13 3/19 2و درصد بوده است. 
"
Economy,"
كنگره استاندارد و بهبود كيفيت خودرو 
برگزار مي شود 
. سرويس اقتصادي: نخستين كنگره تخصصي استاندارد و بهبود كيفيت در 
صنعت خودرو براي دستيابي به راه حلهاي مناسب در حل مشكلات خودرو از 
يازدهم آذرماه جاري به مدت 3 روز در تهران برگزار مي شود. 
ميراحمد سادات رئيس موسسه استاندارد و تحقيقات صنعتي ايران 
يكشنبه در جمع خبرنگاران با اعلام اين مطلب گفت: بررسي مسائل خودرو 
و تبادل نظر در امورفرهنگي و تحقيقاتي انجام شده در زمينه خودرو از 
موضوعهاي اصلي اين كنگره است. 
وي گفت: تاكنون بيش مورد 120از استاندارد اجزا و قطعات خودرو 
توسط موسسه استانداردتدوين شده است كه اين روند درآينده نيز 
ادامه خواهد داشت. 
وي لنت ترمز، شيشه جلوي ماشين، فيلتر، كمك فنر، روغن موتور و ضد يخ 
را قطعاتي از خودرو ذكر كرد كه مشمول مقررات اجباري استاندارد 
هستند. 
وي بااشاره به كم بودن نظارت موسسه استاندارد بر قطعات خودروگفت: 
شكايتهايي كه درمورد قطعات و محصولات شركت ايران خودرو مي شود مربوط 
به استهلاك قالبهايي بوده كه طي سالها براي ساخت قطعات پيكان استفاده 
شده است و اين قالبها بايد عوض شوند. 
قطعات مختلف خودرو بايد مشمول استاندارد اجباري شوند تا مشكلات 
خودرو در آينده حل شود. 
وي گفت: در صورت بروز خسارت ناشي از معيوب بودن قطعاتي از خودرو كه 
مشمول استاندارد اجباري هستند، تمامي خسارت توسط موسسه استاندارد 
پرداخت مي شود. 
سادات همچنين گفت: براساس قانون افرادي كه بدون مجوز ازعلامتهاي 
استاندارد ايران و يا ساير كشورها استفاده مي كنند به 10 سال حبس 
محكوم مي شوند. 
"
Politics,"
 ولايتي: قصد ندارم در انتخابات رياست 
جمهوري شركت كنم 
گروه سياسي: علي اكبر ولايتي كه در روزهاي اخير از وي 
به عنوان يكي از نامزدهاي جناح راست براي انتخابات رياست 
جمهوري ياد مي شد، اعلام كرد هيچ تصميمي براي ورود به 
رقابت انتخابات رياست جمهوري ندارم. 
در خبري كه روزنامه رسالت ديروز به نقل از ولايتي درج 
كرد به اين نكته اشاره نشده است كه آيا ولايتي هنوز به 
تصميمي نرسيده است و يا اينكه قطعا قصد ندارد در 
انتخابات شركت كند. تنها جمله اي كه مي توان آن را 
قرينه اي براي انصراف قطعي ولايتي از نامزدي رياست 
جمهوري تلقي كرد اين گفته وي است كه شغل فعلي خود را به 
هر كار ديگري ترجيح مي دهم. ولايتي مشاور مقام معظم 
رهبري در امور بين المللي است. 
"
Politics,"
جامعه مدرسين فهرست نامزدهاي 
مورد حمايت خود را براي 
انتخابات خبرگان منتشر كرد 
را براي انتخابات خبرگان رهبري منتشر كرد. 
اين فهرست كه خبرگزاري جمهوري اسلامي آن را مخابره كرد، با تفاوت كمي، 
همان فهرست روحانيت مبارز است. فهرست نامزدهاي مورد حمايت روحانيت مبارز 
روز شنبه منتشر شد. 
"
Politics,"
سفر وزير خارجه واتيكان به تهران 
دولت واتيكان ديروز در آستانه سفر ژان لوئي توران وزير 
امور خارجه اين كشور به ايران با انتشار بيانيه خبري، 
جزئياتي از اين سفر را اعلام كرد. 
به موجب اين بيانيه، ژان لوئي توران در اين سفر با 
مقامات عاليرتبه ايراني ديدار مي كند و در نشست مطبوعاتي 
دفتر مطالعات وزارت امور خارجه شركت مي نمايد. 
"
Politics,"
اطلاعيه ستاد كل نيروهاي مسلح به مناسبت 
سالگرد شهادت دكترمصطفي چمران 
.سرويس سياسي: به مناسبت 31 خرداد سالگرد شهادت دكترمصطفي چمران 
اطلاعيه اي از سوي ستاد كل نيروهاي مسلح، انتشاريافت. دراين اطلاعيه 
پانزدهمين سالروزشهادت اين دانشمند بسيجي وارسته، عارف وجانباز 
 مخلص، به محضر مقام معظم فرماندهي كل قوا، خانواده مجاهدپرور چمران 
وهمرزمان فداكارش در سپاه، ارتش، بسيج و مردم قدرشناس ايران و 
لبنان و تمامي آزادگان جهان تبريك وتسليت گفته شده است. سازمان 
عقيدتي سياسي وزارت دفاع نيزبا صدوراطلاعيه اي سالگردشهادت 
دكترچمران را تبريك وتسليت گفته است. 
"
Politics,"
تجليل از جانبازان 
سرويس سياسي: به مناسبت ميلاد باسعادت اسوه شجاعت، وفاداري و ايثار 
حضرت ابوالفضل العباس (ع ) و روز جانباز، چهار هيات از سوي دفتر مقام 
معظم رهبري به منظور ديدار و عرض تبريك به جمعي از جانبازان، در 
تعدادي از بيمارستانهاي تهران حضور يافتند و ضمن عرض تبريك ميلاد 
باسعادت آن حضرت، از فداكاريها و ايثارگري هاي جانبازان كشورمان 
تجليل و قدرداني به عمل آوردند. 
همچنين به همين مناسبت ديروز جمع كثيري ازجانبازان با حضور در حرم 
مطهر حضرت امام خميني (ره ) ضمن تجديد ميثاق با آرمانهاي بنيانگذار 
جمهوري اسلامي وفاداري و بيعت مجدد خود را با رهبر معظم انقلاب اعلام 
كردند. 
"
Politics,"
شوراي 
با حضور رئيس جمهوري: 
عالي انقلاب فرهنگي وضعيت 
مطبوعات كشور را بررسي كرد 
گروه سياسي: شوراي عالي انقلاب فرهنگي در نشستي به 
رياست سيدمحمد خاتمي رئيس جمهوري، وضعيت مطبوعات كشور را 
بررسي كرد. در اين نشست، هيات منتخب شوراي عالي انقلاب 
فرهنگي گزارشي رادرباره وضعيت مطبوعات ارائه دادو ادامه 
بررسي آن، به نشست آتي اين شورا موكول شد. 
در اين خبر، كه خبرگزاري جمهوري اسلامي آن را مخابره 
كرده است، به تصميم هاي احتمالي اين نشست درباره مطبوعات 
اشاره اي نشده است. 
رئيس جمهوري دو روز پيش با اشاره به تحولات اخيركه در 
رابطه با مطبوعات كشور روي داده است گفت: ... همين موارد 
اخير كه درباره روزنامه ها و مجلات پيش آمد بنده هشدارهاي 
خودم را داده ام كه با تخلف بايد در چارچوب قانون عمل شود 
و تا آنجاكه بتوانم تلاش خواهم كرد كه امور راه قانوني اش 
را طي كند. 
"
Politics,"
در بيانيه رسمي اعلام شد توافق ايران و 
ايتاليا براي مبارزه با تروريسم سازمان 
يافته 
گروه سياسي: وزيران كشور ايران و ايتاليا روز گذشته در 
يك نشست مشترك بيانيه همكاري هاي دوجانبه امضاء كردند. 
به گزارش خبرنگار همشهري پيش از امضاي بيانيه مشترك، 
حجت الاسلام والمسلمين موسوي لاري و همتاي ايتاليايي وي 
 (انزو بيانكو ) با حضور در يك كنفرانس خبري ضمن پاسخگويي 
به پرسش هاي خبرنگاران بر عزم و اراده موجود براي مبارزه 
قاطع با جرايم سازمان يافته تروريستي تاكيد كردند. 
در اين كنفرانس وزير كشور ايتاليا با تاكيد بر اين نكته 
كه ديدار وي نخستين ديدار يك وزير كشور عضو اتحاديه 
اروپا از ايران است بر عزم دولت رم در گسترش همكاري با 
ايران تصريح و خاطرنشان كرد نتايج ديدار خود از ايران و 
گفتگو با مقامات دولت تهران را در اجلاس آتي وزيران كشور 
اتحاديه اروپا مطرح خواهد كرد. 
بيانكو ضمن اعلام حمايت از سياست هاي مبارزاتي ايران 
عليه قاچاق مواد مخدر اعلام كرد: 
بيانكو ضمن اعلام حمايت از سياست هاي مبارزاتي ايران 
عليه قاچاق مواد مخدر اعلام كرد: همكاري هاي تهران -رم 
در خصوص مبارزه با مواد مخدر در سه بخش ادامه مي يابد از 
جمله گسترش ارتباطات ميان پليس دو تامين كشور، اعتبار 
برخي پروژه هاي مبارزه با مواد مخدر از جمله طرح دبيركل 
بخش مبارزه با مواد مخدر سازمان ملل متحد و نيز برقراري 
امكان همكاري مستقيم و تبادل اطلاعات و تجارب ميان 
مقام ها و افسران انتظامي دو كشور. 
وزير كشور ايتاليا همچنين در تشريح ديدگاه دولت متبوع 
خود و نيز اتحاديه اروپا در قبال روند اصلاحات در ايران 
اظهار داشت: ايتاليا علاقه بسياري به ادامه روند اصلاحات 
و تداوم نظام مردم سالاري در ايران دارد و در همين زمينه 
توجه بسياري به گسترش روابط با ايران دارد و اتحاديه 
اروپا نيز در اين زمينه بسيارعلاقه مند است. 
بيانكو در خصوص چگونگي توافق مقامات دو كشور بر سر موضوع 
مبارزه با تروريسم نيز افزود: ما توافق كرديم كه با 
هرشكل از تروريسم در جهان مبارزه و براساس مقررات ناظر 
بر فعاليت در پليس بين الملل راه فعاليت هاي تروريستي در 
كشورهاي خويش را مسدود كنيم. 
وي اضافه كرد: در مورد فعاليت هاي گروهك تروريستي 
منافقين پرونده قطوري از سوي مقام هاي ايران در اختيار 
ما قرار گرفت كه متعاقبا ايران را در جريان تصميمات 
دولت رم در اين خصوص قرار خواهيم داد. 
بيانكو در عين حال ضمن تقبيح فعاليت قاچاقچيان انسان در 
اعزام مهاجران غيرقانوني به ايتاليا تصريح كرد: دولت رم 
تاكيد مي كند كه با افرادي كه با پرداخت هزاران دلار به 
قاچاقچيان انسان قصد ورود و اقامت غيرقانوني در ايتاليا 
را دارند به شدت برخورد و آنها را مجازات خواهد كرد. 
در نشست خبري روز گذشته همچنين موسوي لاري وزير كشور 
ايران نيز ضمن تاكيد بر لزوم گسترش روابط دو كشور، شرايط 
حاضر را براي تعميق مناسبات دوجانبه بسيار مساعد دانست و 
در پاسخ به پرسشي پيرامون چگونگي اعزام نيروي كار به 
ايتاليا به مسئله ضرورت دريافت اجازه كار قانوني از 
مقامات ايتاليا از سوي متقاضيان اشاره و خاطرنشان كرد 
وزارت كار ايران آمادگي خود را براي همكاري در اين زمينه 
اعلام كرده كه پس از بررسي هاي كارشناسانه، زمينه هاي 
تحقق اين موضوع فراهم خواهد شد. 
يادآور مي شود وزيران كشور ايران و ايتاليا روز گذشته با 
امضاي يك بيانيه مشترك بر اراده سياسي دولت هاي متبوع 
خود در زمينه بسط همكاري هاي متقابل تاكيد كردند. طرفين 
در بيانيه امضا شده در زمينه مبارزه با كشت، توليد، فروش 
و قاچاق مواد مخدر و ديگر داروهاي روانگردان توافق كردند 
حداكثر ظرف سه ماه آينده گردهمايي مشتركي با حضور 
هياتهاي كارشناسي دو كشور در شهر رم برگزار شود. 
براساس اين بيانيه طرفين بر همكاري مشترك در زمينه 
مبارزه با فعاليت هاي غيرقانوني از جمله جعل پول، اوراق 
 بهادار، قاچاق آثار هنري، قاچاق انسان و مهاجرت 
غيرقانوني تاكيد و توافق كردند تا راهكارهاي مربوط به 
بازگرداندن مهاجرين غيرقانوني منطبق با اصول كنوانسيون 
28ژوئيه 1951 ژنو را مورد مطالعه قرار دهند. 
در اين بيانيه همچنين ايران خواستار كمك كشورها و 
مساعدتهاي بين المللي به آوارگان و پناهندگان خارجي در 
ايران شد. 
اضافه مي شود وزير كشور ايتاليا روز گذشته در جريان 
ديدار با فرمانده نيروي انتظامي نحوه همكاري هاي متقابل 
را مورد بحث و بررسي قرار داد. 
هيات ايتاليايي به سرپرستي وزير كشور كه از روز جمعه 
وارد ايران شده بود شب گذشته پس از ديداري كوتاه از شهر 
شيراز به سفر سه روزه خود به ايران پايان داد. 
"
Politics,"
راه چمني نماينده مجلس و عضو 
هيات مركزي نظارت 
اختيارات هيات 
برانتخابات: 
مركزي نظارت بر انتخابات شورا 
ها زياد است اما استصوابي نيست 
گروه سياسي: راه چمني نماينده مردم سبزوار و عضو هيات 
مركزي نظارت بر انتخابات شوراهاي اسلامي شهر و روستا 
اعلام كرد 89 نفر از نمايندگان مجلس بر انتخابات شوراهاي 
اسلامي نظارت خواهند داشت كه از اين تعداد 5 نفر به 
عنوان هيات مركزي نظارت و 84 نفر ديگر به عنوان هيات هاي 
عالي نظارت استان ها اين وظيفه را برعهده خواهند داشت، 
راه چمني در مورد تعداد نمايندگان داوطلب شده براي 
هيات هاي عالي نظارت استان ها، گفت: تاكنون حدود دويست 
نفر از نمايندگان استان هاي مختلف در مجلس شوراي اسلامي 
آمادگي خود را براي پذيرش مسئوليت در هيات هاي عالي 
نظارت استان ها اعلام كرده اند. 
راه چمني در مورد نحوه انتخاب هيات هاي عالي نظارت 
استان ها از بين داوطلبين توسط هيات مركزي نظارت گفت: 
هنوز هيات مركزي نظارت بر انتخابات شوراها در اين رابطه 
وارد بحث نشده است و تاكنون روش و ضابطه اي را براي 
گزينش هيات هاي عالي نظارت استان ها از بين نمايندگان 
داوطلب شده تهيه و تدوين نكرده است. 
وي در مورد اين كه آيا هيات مركزي نظارت بر انتخابات 
 شوراها، نظارت استصوابي دارد يا خير، اعلام كرد: در 
قانون مصوب مجلس كلمه اي و يا جمله اي به عنوان نظارت 
استصوابي نيامده است، لكن هيات مركزي نظارت و هيات تابعه 
آن در استان ها و شهرستان ها از اختيارات زيادي 
برخوردارند و نظر هيات هاي مذكور براساس قانون براي 
مجريان انتخابات قطعي و لازم الاجراست، از جمله در مورد 
تاييد يا رد صلاحيت داوطلبان عضويت در شوراها و يا توقف 
و ابطال انتخابات بعضي از شعب كه تخلفات در آنها صورت 
پذيرفته باشد. راه چمني در مورد اين كه آيا يك فرد 
مي تواند خود را در چند شهر يا روستا داوطلب كند، اعلام 
كرد براساس قانون مصوب مجلس هر فرد مي تواند فقط خود را 
براي عضويت در شوراي يك شهر يا يك روستا داوطلب كند و حق 
ندارد در بيش از يك شهر و يا روستا داوطلب شود. 
وي در پايان، اعلام كرد: براساس قانون، كارمندان دولت 
مي توانند در صورتي كه نياز تمام وقت به خدمات آنها در 
شوراهاي شهر و روستا باشد، پس از راي آوردن و عضويت در 
شورا از سوي دستگاه ذيربط خود به شوراي شهر يا روستاي 
مربوطه مامور به خدمت گردند و سوابق آنها در دوره 
چهارساله عضويت در شوراي شهر و ياروستا جزو سوابق خدمت 
قانوني آنها در دستگاه مربوطه به حساب خواهد آمد. 
"
Politics,"
 عراق، ايران و فلسطين در دستور كار 
وزيران خارجه شوراي همكاري خليج فارس 
دبير كل شوراي همكاري خليج فارس ديروز گفت: وزيران خارجه شش كشور عضو اين شورا، 
دوم و سوم سپتامبر براي گفتگو درباره تهديدهاي آمريكا بر ضد عراق و تروريسم 
اسرائيلي در شهر جده در عربستان سعودي با يكديگر ديدار مي كنند. 
به گزارش خبرگزاري فرانسه از رياض، عبدالرحمن العطيه با انتشار بيانيه اي 
اعلام كرد وزيران خارجه شوراي همكاري خليج فارس همچنين براي سرعت بخشيدن به 
روند وحدت بين اعضا پاره اي از مسائل را بررسي مي كنند. 
العطيه افزود: در اين نشست روابط بين عراق و كويت و اجراي قطعنامه هاي شوراي 
امنيت سازمان ملل توسط عراق بررسي خواهد شد. وي تاكيد كرد: وزيران خارجه درباره 
تهديدهاي آمريكا براي حمله به عراق و مخالفت شوراي همكاري خليج فارس با چنين 
سياستهايي كه پيامدهاي منفي و خطرناكي براي امنيت و ثبات منطقه به همراه دارد 
با يكديگر رايزني خواهند كرد. 
دبير كل شوراي همكاري خليج فارس همچنين تاكيد كرد شركت كنندگان در اين نشست 
به بحث و بررسي درباره تحولات در سرزمين هاي فلسطيني و رنج هاي مردم فلسطين 
مي پردازند. 
العطيه تصريح كرد: در نشست وزيران خارجه بحرين، كويت، عمان، قطر، عربستان سعودي 
و امارات عربي متحده در باره روابط با ايران نيز بحث خواهد شد. 
"
